LoadId,OMarket,Equipment,Dt,Cust,HazMat,LeadDays,PickDOW,DMarket,DZip,Distance,DLon,DLat,COGS
58365858,IL_CHI,V,2024-05-31,84847a1a922444f7a6d226f328b0a855,0,0,Weekday,IN_IND,46052,176,-86.47,40.04,700
58365865,IL_CHI,V,2024-05-31,84847a1a922444f7a6d226f328b0a855,0,3,Weekday,IN_IND,46052,176,-86.47,40.04,650
58365957,IL_CHI,V,2024-05-31,227cad1b862745638bce345c5813a550,0,3,Weekday,IL_CHI,60188,13,-88.13,41.92,275
58365958,IL_CHI,V,2024-05-31,227cad1b862745638bce345c5813a550,1,3,Weekday,IL_CHI,60188,13,-88.13,41.92,275
58365978,IL_CHI,V,2024-06-03,227cad1b862745638bce345c5813a550,0,3,Weekday,IL_CHI,60123,36,-88.31,42.04,300
58366067,IL_CHI,V,2024-06-04,227cad1b862745638bce345c5813a550,0,1,Weekday,IL_CHI,60188,38,-88.13,41.92,300
58366079,IL_CHI,V,2024-06-03,84847a1a922444f7a6d226f328b0a855,0,0,Weekday,IN_IND,46052,176,-86.47,40.04,700
58366085,IL_CHI,V,2024-06-03,ac586e5022ab405fa15efa8d239a4fd2,0,0,Weekday,MN_MIN,55317,407,-93.55,44.86,900
58366109,IL_CHI,V,2024-06-03,6b895778b53b4b63aefa8403a095717e,0,0,Weekday,MI_RAP,49093,141,-85.65,41.96,700
58366129,IL_CHI,V,2024-06-03,296a6bd1b74e4c11b5029c1d89786e86,1,1,Weekday,WI_GRE,54220,167,-87.7,44.1,500
58366130,IL_CHI,V,2024-06-04,296a6bd1b74e4c11b5029c1d89786e86,0,3,Weekday,WI_GRE,54220,167,-87.7,44.1,494
58366131,IL_CHI,V,2024-06-04,296a6bd1b74e4c11b5029c1d89786e86,0,2,Weekday,WI_GRE,54220,167,-87.7,44.1,500
58366133,IL_CHI,V,2024-06-07,227cad1b862745638bce345c5813a550,0,5,Weekday,IL_BLO,61764,95,-88.64,40.88,450
58516751,IL_CHI,V,2024-06-07,33f2be8593b4419488cdc465fb0db8b5,0,12,Weekday,NC_CHA,29728,824,-80.41,34.77,1600
58517632,IL_CHI,V,2024-06-07,138435f1a44f44b9b70c0ca51a0597b3,0,3,Weekday,MI_SAG,49770,356,-84.93,45.36,1000
58518084,IL_CHI,V,2024-06-07,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MI_DET,48030,307,-83.1,42.46,700
58518122,IL_CHI,V,2024-06-07,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MI_DET,48030,308,-83.1,42.46,750
58518141,IL_CHI,V,2024-06-07,d7cfec0f32e24900af3af8004fb14284,0,3,Weekday,CT_HAR,06074,928,-72.56,41.83,2200
58518198,IL_CHI,V,2024-06-11,978391c5e7704a30876367d950030027,0,7,Weekday,TX_LAR,78040,1359,-99.5,27.51,1645
58529422,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,8,Sunday,IL_CHI,60707,10,-87.8,41.92,315
58529423,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,8,Sunday,IL_CHI,60707,10,-87.8,41.92,315
58529424,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,8,Sunday,IL_CHI,60707,10,-87.8,41.92,315
58529454,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,9,Weekday,IL_CHI,60707,10,-87.8,41.92,275
58529455,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,9,Weekday,IL_CHI,60707,10,-87.8,41.92,295
58529456,IL_CHI,V,2024-06-11,13fd13d612874c35a73d2533c2d2404b,0,10,Weekday,IL_CHI,60707,10,-87.8,41.92,275
58668877,IL_CHI,V,2024-06-19,b7e935c659164b869e48fbc8283d39d8,0,8,Weekday,WI_EAU,54601,254,-91.19,43.8,600
58669301,IL_CHI,V,2024-06-19,923cbeec63c342f987826b4963d826c5,0,2,Weekday,CO_DEN,80916,1054,-104.73,38.81,2600
58669569,IL_CHI,V,2024-06-19,2b3a22be8751409f8f0231a0fa8c310a,0,1,Weekday,IN_IND,46168,219,-86.39,39.7,600
58669774,IL_CHI,V,2024-06-19,3cc5db800984470baba377a3dfe03882,0,1,Weekday,IN_IND,46221,211,-86.24,39.71,800
58683251,IL_CHI,V,2024-06-20,923cbeec63c342f987826b4963d826c5,0,5,Weekday,CO_DEN,80916,1054,-104.73,38.81,2600
58683270,IL_CHI,V,2024-06-20,923cbeec63c342f987826b4963d826c5,0,6,Weekday,CO_DEN,80916,1054,-104.73,38.81,2600
58683388,IL_CHI,V,2024-06-20,923cbeec63c342f987826b4963d826c5,0,4,Weekday,CO_DEN,80916,1054,-104.73,38.81,2600
58683562,IL_CHI,V,2024-06-20,c735543f922244afaed42eb3271c1060,0,1,Weekday,KY_LEX,41018,321,-84.61,39.02,900
58684082,IL_CHI,V,2024-06-20,76f385e5980e4a5abca99fedcee9590a,0,1,Weekday,KY_LEX,41048,337,-84.69,39.08,760
58684310,IL_CHI,V,2024-06-20,79dca7a2ba9d409c8759a120c55912db,0,4,Weekday,MI_DET,48237,301,-83.18,42.47,750
58684383,IL_CHI,V,2024-06-20,c2d6528118df444098dbc74735a651ed,0,1,Weekday,WI_MIL,53144,69,-87.89,42.61,325
58684393,IL_CHI,V,2024-06-20,8436c71f84fd42fc86b9be9c12a5a8ea,0,1,Weekday,KY_BOW,42101,431,-86.46,37.03,1150
58829763,IL_CHI,V,2024-07-02,437ecab5196c499ca32a22aeb3d8afb7,0,3,Weekday,OH_COL,43113,385,-82.94,39.59,950
58841214,IL_CHI,V,2024-07-03,3241b44ac4bc4868a43ee6f603088e3a,0,0,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58841250,IL_CHI,V,2024-07-03,3241b44ac4bc4868a43ee6f603088e3a,0,0,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58841267,IL_CHI,V,2024-07-03,0fe69f3ac4c64dbf933a25340335f10f,0,5,Weekday,MN_MIN,55412,398,-93.3,45.03,800
58841291,IL_CHI,V,2024-07-03,3241b44ac4bc4868a43ee6f603088e3a,0,0,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58991055,IL_CHI,V,2024-07-16,60f217e722124665aa31866e330e9e1b,0,6,Weekday,NE_OMA,68112,455,-95.96,41.35,900
58991154,IL_CHI,V,2024-07-18,65cce99fd4944c01ae6096e30181775f,0,3,Weekday,GA_ATL,30180,708,-84.92,33.72,1500
58991364,IL_CHI,V,2024-07-17,138435f1a44f44b9b70c0ca51a0597b3,0,2,Weekday,MI_SAG,49770,356,-84.93,45.36,1000
59005926,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,10,Weekday,IL_CHI,60628,47,-87.62,41.7,300
59005966,IL_CHI,V,2024-07-19,16baf742dd184a4cb79cfcb23162eb33,0,5,Weekday,MO_GIR,63801,397,-89.59,36.89,700
59005983,IL_CHI,V,2024-07-19,ba1f6d4020ca44c5861c502ec54c4a75,0,4,Weekday,MO_STL,62025,286,-89.95,38.82,735
59005987,IL_CHI,V,2024-07-19,1b1b32969ed344d5983d06106364effa,0,0,Weekday,MN_STC,56303,475,-94.21,45.57,850
59006131,IL_CHI,V,2024-07-22,3241b44ac4bc4868a43ee6f603088e3a,0,9,Weekday,IL_JOL,60491,28,-87.95,41.61,290
59006189,IL_CHI,V,2024-07-22,3241b44ac4bc4868a43ee6f603088e3a,0,8,Weekday,IL_JOL,60491,28,-87.95,41.61,290
59006552,IL_CHI,V,2024-07-17,75af76af1fd84fe4a882276da945f7f4,0,6,Weekday,IN_SBD,46628,132,-86.31,41.71,400
59006734,IL_CHI,V,2024-07-17,75af76af1fd84fe4a882276da945f7f4,0,8,Weekday,IN_SBD,46628,132,-86.31,41.71,400
59007025,IL_CHI,V,2024-07-17,ebb63e8ef88444368f093f1d7717dc94,0,1,Weekday,CA_ONT,91745,2008,-117.97,34,2400
59024025,IL_CHI,V,2024-07-18,c6a1c324012a4d4ba93d7b065265436b,0,0,Weekday,IL_CHI,60155,9,-87.85,41.86,250
59024035,IL_CHI,V,2024-07-18,1d950674c9f148c1b6a1ce999d876bb9,0,1,Weekday,CA_SDI,92010,2043,-117.3,33.16,2400
58415985,IL_CHI,V,2024-06-07,8d8c9d196ee84a0b9d3a924d79fe0a30,0,8,Weekday,IN_IND,47274,237,-85.92,38.97,625
58416009,IL_CHI,V,2024-06-03,0b85a791d7754db49995f478785941f4,0,4,Weekday,IL_JOL,60481,55,-88.14,41.31,325
58416010,IL_CHI,V,2024-06-03,0b85a791d7754db49995f478785941f4,0,4,Weekday,IL_JOL,60481,55,-88.14,41.31,325
58426062,IL_CHI,V,2024-05-31,48b1668ee7da4594abc274b9df4f3b13,0,3,Weekday,IL_CHI,60632,34,-87.71,41.81,274
58426652,IL_CHI,V,2024-05-31,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,SD_SXF,57107,559,-96.8,43.58,1100
58426780,IL_CHI,V,2024-05-31,9f1a9216f9ce4b6397850763dd2e0946,0,0,Weekday,MS_JAC,38778,668,-90.54,33.54,1150
58426901,IL_CHI,V,2024-05-31,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,SD_SXF,57107,559,-96.8,43.58,1100
58426915,IL_CHI,V,2024-05-31,08013aaf38834c68b5db0764a0d50dd5,0,4,Weekday,SD_SXF,51111,462,-96.38,42.41,1150
58426935,IL_CHI,V,2024-06-03,f761521cb99d4f8b8ab05cf1a29607d9,0,3,Weekday,IL_JOL,60410,54,-88.22,41.43,325
58426969,IL_CHI,V,2024-05-31,08013aaf38834c68b5db0764a0d50dd5,0,4,Weekday,SD_SXF,51111,462,-96.38,42.41,1150
58427244,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,5,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58427262,IL_CHI,V,2024-05-31,1fafd3688cb64a138cb5f25e885cd8d3,0,5,Weekday,IL_CHI,60007,20,-88.01,42.01,275
58427267,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,5,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58427299,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,5,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58427350,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58427414,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58574781,IL_CHI,V,2024-06-12,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,KS_HUT,67211,704,-97.32,37.67,1300
58575062,IL_CHI,V,2024-06-12,9c2959f6505c4a4db851bbc90db04e62,0,1,Weekday,IL_CHI,60638,22,-87.76,41.78,268
58575100,IL_CHI,V,2024-06-12,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,MO_KAN,64030,519,-94.52,38.88,980
58575380,IL_CHI,V,2024-06-12,df78bae1bbc743b4beae7ae9f5743bec,0,1,Weekday,CA_LAX,91355,2001,-118.56,34.41,2250
58575847,IL_CHI,V,2024-06-13,3b6ea73611314d80a0d6898e815ed563,0,1,Weekday,TX_LAR,78045,1356,-99.51,27.68,1700
58587752,IL_CHI,V,2024-06-13,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,MN_MIN,55374,415,-93.56,45.19,850
58587798,IL_CHI,V,2024-06-17,1c159112d2d4407f9cf5d72d43a10f4a,0,4,Weekday,MO_KAN,66046,559,-95.23,38.93,1100
58587835,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,14,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587837,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,13,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587838,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,11,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587839,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,13,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587842,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,12,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587845,IL_CHI,V,2024-06-19,acb8f3796b964ac4857964959f5f5fe9,0,14,Weekday,IL_JOL,60441,33,-88.04,41.59,274
58587861,IL_CHI,V,2024-06-13,c6a1c324012a4d4ba93d7b065265436b,0,0,Weekday,IL_CHI,60714,13,-87.82,42.03,250
58588085,IL_CHI,V,2024-06-14,a1c985ca7d7446dcbe601c9815574f38,0,4,Weekday,MI_DET,48111,252,-83.48,42.21,500
58588622,IL_CHI,V,2024-06-13,7e9dd2ab5214436cb314d85f601ecce8,0,5,Weekday,MN_MIN,55075,379,-93.04,44.89,900
58588624,IL_CHI,V,2024-06-13,7e9dd2ab5214436cb314d85f601ecce8,0,5,Weekday,MN_MIN,55075,379,-93.04,44.89,900
58588794,IL_CHI,V,2024-06-17,16baf742dd184a4cb79cfcb23162eb33,0,4,Weekday,SD_SXF,57252,585,-96.61,45.21,1200
58731588,IL_CHI,V,2024-06-25,87c387a7e1b84985bb0cf7054abc5983,0,0,Weekday,PA_PIT,15061,462,-80.31,40.67,1250
58731696,IL_CHI,V,2024-07-12,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1744
58731698,IL_CHI,V,2024-07-15,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1735
58731700,IL_CHI,V,2024-07-08,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1735
58731707,IL_CHI,V,2024-06-28,540485592e03478895c0129f1429ad77,0,3,Weekday,TN_CHA,30747,643,-85.32,34.49,1300
58731767,IL_CHI,V,2024-07-02,acb8f3796b964ac4857964959f5f5fe9,0,14,Weekday,IL_JOL,60441,33,-88.04,41.59,275
58731846,IL_CHI,V,2024-06-25,4f31ba644423439f847cffe14ca90ead,0,0,Weekday,IL_QUI,63501,387,-92.65,40.15,900
58732221,IL_CHI,V,2024-06-26,7476b40c625e43618081b75b907dbcc1,0,1,Weekday,IN_GRY,46320,51,-87.51,41.62,300
58732246,IL_CHI,V,2024-06-26,29e6830fdfc74686a2299f190703de0d,0,6,Weekday,MO_STL,63301,343,-90.5,38.81,700
58732281,IL_CHI,V,2024-06-25,08013aaf38834c68b5db0764a0d50dd5,0,1,Weekday,IA_DES,50317,317,-93.55,41.62,900
58743770,IL_CHI,V,2024-06-25,7340c1e4490d4365bdbc6ee9d7676327,0,1,Weekday,IL_JOL,60446,33,-88.11,41.63,275
58743813,IL_CHI,V,2024-06-26,f106cf7cdc214c8e8b0d68226ead7638,0,2,Weekday,NJ_ELI,08701,856,-74.21,40.08,1700
58744182,IL_CHI,V,2024-06-25,b1049393f57647ae92678e912fabc181,0,1,Weekday,TN_MEM,38654,567,-89.83,34.95,950
58744213,IL_CHI,V,2024-06-26,37e525688f37439ba4cc3ff5cf08161d,0,1,Weekday,NE_OMA,68517,504,-96.6,40.91,1200
58744235,IL_CHI,V,2024-06-25,626b158178f145d18cd3da68bd566f6a,0,2,Weekday,PA_PHI,19047,807,-74.91,40.18,1700
58744889,IL_CHI,V,2024-06-26,75af76af1fd84fe4a882276da945f7f4,0,7,Weekday,IN_SBD,46628,132,-86.31,41.71,400
58756319,IL_CHI,V,2024-06-26,d0e0fdd16f9643db991ad56be807e2f0,0,2,Weekday,WI_MIL,53115,101,-88.65,42.64,400
58887669,IL_CHI,V,2024-07-18,accc331daa10487895a1a7114c172556,0,14,Weekday,TX_HOU,77064,1113,-95.55,29.93,1875
58887863,IL_CHI,V,2024-07-09,0f143932cd51406f95bfbd7ff6462262,0,0,Weekday,IL_CHI,60007,38,-88.01,42.01,300
58887904,IL_CHI,V,2024-07-11,a1c985ca7d7446dcbe601c9815574f38,0,2,Weekday,MI_DET,48503,292,-83.69,43.01,900
58888053,IL_CHI,V,2024-07-11,a1c985ca7d7446dcbe601c9815574f38,0,2,Weekday,MI_DET,48203,298,-83.1,42.42,825
58899140,IL_CHI,V,2024-07-09,76f385e5980e4a5abca99fedcee9590a,0,2,Weekday,CA_ONT,92551,1984,-117.22,33.88,2400
58899192,IL_CHI,V,2024-07-09,76f385e5980e4a5abca99fedcee9590a,0,2,Weekday,CA_ONT,92551,1984,-117.22,33.88,2400
58899254,IL_CHI,V,2024-07-09,76f385e5980e4a5abca99fedcee9590a,0,2,Weekday,CA_ONT,92551,1984,-117.22,33.88,2400
58899267,IL_CHI,V,2024-07-09,336c0eab20e542f4be8b78c59eb9e28e,0,3,Weekday,MO_STL,62095,280,-90.08,38.86,720
58899282,IL_CHI,V,2024-07-09,76f385e5980e4a5abca99fedcee9590a,0,2,Weekday,CA_ONT,92551,1984,-117.22,33.88,2400
58899286,IL_CHI,V,2024-07-10,7424fa7fc5264a0d86a7292d73ea72e8,0,3,Weekday,MD_BAL,19711,790,-75.74,39.7,1800
58899294,IL_CHI,V,2024-07-09,336c0eab20e542f4be8b78c59eb9e28e,0,6,Weekday,MO_STL,62095,280,-90.08,38.86,720
58899785,IL_CHI,V,2024-07-09,dc8634cdc8d24071a9a650dc0e47a050,0,1,Weekday,NC_CHA,28334,825,-78.58,35.29,1800
58899794,IL_CHI,V,2024-07-10,c2d3593f1fd44055a9d24d0515c44683,0,1,Weekday,MD_BAL,20701,756,-76.78,39.12,2200
58900046,IL_CHI,V,2024-07-09,7654fa2745544922a48570bf25f3ff2f,0,1,Weekday,WI_GRE,54154,232,-88.17,44.88,575
58900094,IL_CHI,V,2024-07-09,7654fa2745544922a48570bf25f3ff2f,0,1,Weekday,WI_GRE,54154,232,-88.17,44.88,600
58900209,IL_CHI,V,2024-07-09,4e30bc8fd75f4da493db76e10417cf4c,0,1,Weekday,IL_CHI,60104,8,-87.88,41.88,250
58911695,IL_CHI,V,2024-07-10,7176ed369b8d4ff9b72099fff1d183e6,0,1,Weekday,IL_BLO,61701,136,-88.99,40.48,500
58280079,IL_CHI,V,2024-05-28,ec7df04ba9a640ec9621ee82b1a1bf92,0,11,Weekday,TX_DAL,75052,960,-97.03,32.67,1800
58320621,IL_CHI,V,2024-05-28,ba1f6d4020ca44c5861c502ec54c4a75,0,6,Weekday,MO_JEF,65109,428,-92.25,38.57,1000
58320759,IL_CHI,V,2024-05-28,82f9adbcd5954cd584b70ea2e789af1c,0,6,Weekday,TX_LAR,78045,1356,-99.51,27.68,1800
58322640,IL_CHI,V,2024-05-30,37e525688f37439ba4cc3ff5cf08161d,0,8,Weekday,NE_OMA,68517,504,-96.6,40.91,1025
58339090,IL_CHI,V,2024-05-30,84847a1a922444f7a6d226f328b0a855,0,5,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339092,IL_CHI,V,2024-05-30,84847a1a922444f7a6d226f328b0a855,0,7,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339093,IL_CHI,V,2024-05-30,84847a1a922444f7a6d226f328b0a855,0,8,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339198,IL_CHI,V,2024-05-31,84847a1a922444f7a6d226f328b0a855,0,4,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339199,IL_CHI,V,2024-05-31,84847a1a922444f7a6d226f328b0a855,0,4,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339200,IL_CHI,V,2024-06-03,84847a1a922444f7a6d226f328b0a855,0,5,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339201,IL_CHI,V,2024-06-03,84847a1a922444f7a6d226f328b0a855,0,5,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339202,IL_CHI,V,2024-06-04,84847a1a922444f7a6d226f328b0a855,0,6,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339203,IL_CHI,V,2024-06-04,84847a1a922444f7a6d226f328b0a855,0,6,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339204,IL_CHI,V,2024-06-05,84847a1a922444f7a6d226f328b0a855,0,7,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339205,IL_CHI,V,2024-06-05,84847a1a922444f7a6d226f328b0a855,0,7,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339206,IL_CHI,V,2024-06-06,84847a1a922444f7a6d226f328b0a855,0,8,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339207,IL_CHI,V,2024-06-06,84847a1a922444f7a6d226f328b0a855,0,8,Weekday,IN_IND,46052,176,-86.47,40.04,650
58339262,IL_CHI,V,2024-05-31,6b895778b53b4b63aefa8403a095717e,0,1,Weekday,IA_DES,50208,280,-93.05,41.7,900
58339263,IL_CHI,V,2024-05-31,6b895778b53b4b63aefa8403a095717e,0,1,Weekday,IA_DES,50208,280,-93.05,41.7,700
58339283,IL_CHI,V,2024-06-06,e742f5377c86427d86870d434f2f171f,0,7,Weekday,MI_DET,48213,312,-83,42.4,750
58339285,IL_CHI,V,2024-06-06,e742f5377c86427d86870d434f2f171f,0,7,Weekday,MI_DET,48213,312,-83,42.4,750
58484118,IL_CHI,V,2024-06-05,12e0c67c79b34a409c9454c69cab511e,0,0,Weekday,MN_MIN,55082,385,-92.83,45.06,750
58484208,IL_CHI,V,2024-06-05,12e0c67c79b34a409c9454c69cab511e,0,2,Weekday,MN_MIN,55082,385,-92.83,45.06,750
